0051,オーディン,武将,光,,ランサー,120,88,58,48,20,女神飛星雷超,魔竜飛器人,,0,S,12,食料,22,両手,法衣,糧食,乱戦,,,,,,恐怖の瞳,30,大神術陣,15,師団支配,30,カブト割,40,多段攻撃,2,四法結界,40,神魔体躯,45,十字攻撃,0,カブト割,5,集約攻撃,0,バリアー,4,ブレイダー,Lv2,ゴッド・スラスト,デストロイヤー,Lv3,レーザーレイン,ヒーラー,Lv3,黄金の蜜は創世を為す,ガーダー,Lv4,ヴァルハラ・フィールド,ランサー,Lv5,断罪にして救済の剣,メイン_通常,4590,201,140,119,62,1.7,2.55,40,40,
0052,大神オーディン,武将,光,,ランサー,125,100,75,64,24,女神飛星雷超,魔竜飛器超,,0,S,16,食料,26,両手,法衣,糧食,乱戦,,,,,,恐怖の瞳,40,超神術陣,8,師団支配,40,カブト割,50,多段攻撃,4,四法結界,50,神魔体躯,60,全域攻撃,0,次元斬撃,5,集約攻撃,0,バリアー,8,ブレイダー,Lv2,ゴッド・スラスト,デストロイヤー,Lv3,レーザーレイン,ヒーラー,Lv3,黄金の蜜は創世を為す,ガーダー,Lv4,ヴァルハラ・フィールド,ランサー,Lv5,断罪にして救済の剣,メイン_ロウ,4781,226,175,152,70,2.4,3.6,50,50,
0053,堕神オーディン,武将,闇,,ランサー,125,108,64,58,16,女神飛星夜超,魔竜飛器神,,0,S,18,魔力,28,両手,法衣,糧食,乱戦,,,,,,恐怖の瞳,50,超神術陣,5,師団支配,40,次元斬撃,35,多段攻撃,3,四法結界,50,神魔体躯,60,致命必殺,100,次元斬撃,5,軍団攻撃,2,必殺増加,20,ブレイダー,Lv2,フォールン・スラスト,デストロイヤー,Lv3,フィン・スパーク,ヒーラー,Lv3,我が槍も戦乙女の如く,ガーダー,Lv4,ヴァルハラ・シャドウ,ランサー,Lv5,主に捧げる神罰の剣,メイン_カオス,4781,242,152,140,53,2.05,4.1,35,52,
0061,ギュルヴィ,武将,風,,キャスター,110,47,18,36,20,女魔器毒夜,人神器死,魔術従事,24,S,8,魔力,18,杖,道具,糧食,計略,,,,,,結界の歪,20,平等治癒,8,絶対治療,0,師団支配,12,専守防衛,0,大毒気陣,15,リバイブ,25,四法結界,30,決戦領域,0,愚者の嘘,1,器兵支配,15,ブレイダー,Lv3,サモン・マリオネット,ガーダー,Lv2,マリオネット・ウォール,ランサー,Lv3,トリック・スコア,ランサー,Lv3,カオティック・スコア,デストロイヤー,Lv5,ヘルズ・オーケストラ,メイン_通常,4207,117,57,94,62,1,1.5,0,0,
0062,魔賢老ギュルヴィ,武将,風,,キャスター,115,63,24,48,25,女魔器毒夜,人神器氷死,魔術従事,24,S,13,魔力,23,杖,道具,糧食,計略,,,,,,結界の歪,30,平等治癒,13,絶対治療,0,師団支配,24,専守防衛,0,超毒気陣,7,リバイブ,40,四法結界,50,決戦領域,0,愚者の嘘,2,器兵支配,25,ブレイダー,Lv3,サモン・マリオネット,ガーダー,Lv2,マリオネット・ウォール,ランサー,Lv3,トリック・スコア,ランサー,Lv3,カオティック・スコア,デストロイヤー,Lv5,ヘルズ・オーケストラ,メイン_ロウ,4398,150,70,119,72,1,1.5,0,0,
0063,戯天使ギュルヴィ,武将,風,,キャスター,115,75,12,60,18,女神器毒夜,人魔神器死,魔術従事,24,S,15,食料,25,杖,道具,糧食,計略,,,,,,結界の歪,35,グルメ魂,9,絶対治療,0,軍団弱体,30,専守防衛,0,大強酸陣,20,リバイブ,50,四法結界,50,決戦領域,0,運命の輪,25,トレハン,72,ブレイダー,Lv3,カースド・マリオネット,デストロイヤー,Lv2,マリオネット・ボム,ランサー,Lv3,トリックオアトリート,ランサー,Lv3,天獄の断頭台,デストロイヤー,Lv5,ギュルヴィ・サーカス,メイン_カオス,4398,175,45,144,57,1,1.5,0,0,
0071,ヒュンドラ,武将,火,,デストロイヤー,120,70,40,56,6,女獣星炎騎,器獣樹飛氷,軍事従事,3,S,7,魔力,17,斧槍,爪,糧食,進撃,,,,,,大火炎陣,8,側面攻撃,10,必殺増加,20,致命必殺,60,確率追撃,100,反撃耐性,30,堅守体躯,30,矮小体躯,25,必殺増加,10,攻撃布陣,25,疾風迅雷,15,ブレイダー,Lv2,ブラッド・アクス,キャスター,Lv2,ハウリング・ウルフ,ランサー,Lv3,ブラッド・ファング,デストロイヤー,Lv4,ブラッド・レイジ,ブレイダー,Lv4,クロス・ランページ,メイン_通常,4590,164,103,136,33,1,1.6,0,25,
0072,紅蓮のヒュンドラ,武将,火,,デストロイヤー,125,85,60,72,7,女獣星炎騎,器獣樹飛氷竜,軍事従事,3,S,11,魔力,21,斧槍,爪,糧食,進撃,,,,,,大火炎陣,12,側面攻撃,15,必殺増加,25,致命必殺,80,確率追撃,100,多段攻撃,2,神魔体躯,40,矮小体躯,40,必殺増加,10,攻撃布陣,50,疾風迅雷,25,ブレイダー,Lv2,ブラッド・アクス,キャスター,Lv2,ハウリング・ウルフ,ランサー,Lv3,ブラッド・ファング,デストロイヤー,Lv4,ブラッド・レイジ,ブレイダー,Lv4,クロス・ランページ,メイン_ロウ,4781,195,144,168,35,1.7,3.06,0,25,
0073,獣天使ヒュンドラ,武将,火,,デストロイヤー,125,93,50,65,3,女神獣星炎騎,器獣樹飛氷星,軍事従事,3,S,12,食料,22,斧槍,爪,糧食,進撃,,,,,,超火炎陣,5,側面攻撃,12,必殺増加,35,カブト割,50,十字攻撃,0,巨人狩り,50,神魔体躯,50,矮小体躯,20,必殺増加,10,狂奔の牙,15,集約攻撃,,ブレイダー,Lv2,クリムゾン・アクス,キャスター,Lv2,ビースト・ロア,ランサー,Lv3,クリムゾン・ファング,デストロイヤー,Lv4,クリムゾン・レイジ,ブレイダー,Lv4,ハウンド・ランページ,メイン_カオス,4781,211,123,154,27,1.5,2.25,50,50,
0081,アルティラ,武将,闇,,シューター,120,100,30,52,20,女魔飛夜超,神竜飛獣蟲,軍事従事,3,S,12,魔力,22,射撃,装飾,糧食,計略,,,,,,十字攻撃,0,英雄覇気,12,必殺増加,20,致命必殺,75,確率追撃,100,次元斬撃,30,神魔体躯,45,多段攻撃,3,開幕砲弾,5,集約攻撃,0,結界の歪,50,キャスター,Lv2,エクス・タルタロ,ランサー,Lv3,アブソリュート・ライン,ヒーラー,Lv3,グレート・ライド,デストロイヤー,Lv4,アナイアレイション,デストロイヤー,Lv5,グラビトン・インフェルノ,メイン_通常,4590,226,82,127,62,2.05,3.58,30,48,
0082,大王アルティラ,武将,闇,,シューター,125,112,40,66,24,女魔飛夜超,神竜飛獣蟲超,軍事従事,3,S,16,魔力,26,射撃,装飾,糧食,計略,,,,,,全域攻撃,0,英雄覇気,16,必殺増加,25,致命必殺,100,確率追撃,125,次元斬撃,50,神魔体躯,60,多段攻撃,4,開幕砲弾,5,集約攻撃,0,結界の歪,50,キャスター,Lv2,エクス・タルタロ,ランサー,Lv3,アブソリュート・ライン,ヒーラー,Lv3,グレート・ライド,デストロイヤー,Lv4,アナイアレイション,デストロイヤー,Lv5,グラビトン・インフェルノ,メイン_カオス,4781,251,103,156,70,2.4,4.8,50,63,
0083,魔天使アルティラ,武将,光,,シューター,125,120,50,68,16,女神飛夜超,神魔竜飛獣蟲,軍事従事,3,S,18,食料,28,射撃,装飾,糧食,計略,,,,,,全域攻撃,0,英雄覇気,14,虹の毒撃,20,強制異常,40,確率追撃,125,次元斬撃,50,神魔体躯,60,多段攻撃,5,開幕砲弾,5,乾坤一擲,100,無効喰い,25,キャスター,Lv2,ポラリス・ビジョン,ランサー,Lv3,ラヴァーズ・ホリック,ヒーラー,Lv4,ラブ・アンド・ピース,デストロイヤー,Lv4,エクスティンクション,デストロイヤー,Lv5,セラフィック・ブレイズ,メイン_ロウ,4781,267,123,160,53,2.75,4.12,50,50,
0091,スズリ,武将,闇,,ブレイダー,120,70,36,60,2,女竜炎氷星,人魔神竜蟲,農業従事,4,S,8,食料,18,爪,装飾,糧食,進撃,,,,,,竜の吐息,6,側面攻撃,10,必殺増加,30,カブト割,50,多段攻撃,2,竜鱗守護,100,堅守体躯,40,狂奔の牙,10,確率追撃,10,恐怖の瞳,20,吸血攻撃,5,ランサー,Lv2,切り裂くよ！,ヒーラー,Lv2,ワクワクするね！,デストロイヤー,Lv4,大暴れする！,ブレイダー,Lv3,もう怒った！,ランサー,Lv4,フロッティゲイル,メイン_通常,4590,164,94,144,25,1.7,2.55,50,50,
0092,竜の仔スズリ,武将,闇,,ブレイダー,125,96,48,72,3,人女竜炎氷星,人魔神竜蟲超,農業従事,4,S,13,食料,23,爪,装飾,糧食,進撃,,,,,,竜の吐息,12,側面攻撃,20,必殺増加,50,カブト割,75,多段攻撃,6,竜王守護,100,神魔体躯,70,加速進化,15,確率追撃,10,師団活性,30,グルメ魂,7,ランサー,Lv2,切り裂くよ！,ヒーラー,Lv2,ワクワクするね！,デストロイヤー,Lv4,大暴れする！,ブレイダー,Lv3,もう怒った！,ランサー,Lv4,フロッティゲイル,メイン_ロウ,4781,218,119,168,27,3.56,5.34,75,75,
0101,ウートガルザ,武将,火,,ランサー,115,73,43,51,20,女魔炎騎,男魔神氷,商業従事,24,S,9,魔力,19,斧槍,鎧,糧食,乱戦,,,,,,確率追撃,100,必殺増加,20,大火炎陣,25,英雄覇気,10,カブト割,45,致命必殺,60,堅守体躯,40,十字攻撃,0,確率追撃,10,軍団指揮,5,愚者の嘘,2,ランサー,Lv3,エクイティ・エッジ,キャスター,Lv1,アサルト・スタンス,ランサー,Lv3,イグニス,キャスター,Lv3,暴くロカセナ,デストロイヤー,Lv5,マグナ・イグニス,メイン_カオス,4398,170,109,125,62,1,1.6,45,59,
0102,蒼焔のウートガルザ,武将,火,,ランサー,120,89,62,68,22,女魔炎騎,男魔神獣氷,商業従事,24,S,14,魔力,24,斧槍,鎧,糧食,乱戦,,,,,,確率追撃,120,必殺増加,30,大火炎陣,40,英雄覇気,12,カブト割,60,致命必殺,80,堅守体躯,75,全域攻撃,0,確率追撃,10,軍団指揮,10,愚者の嘘,3,ランサー,Lv3,エクイティ・エッジ,キャスター,Lv1,アサルト・スタンス,ランサー,Lv3,イグニス,キャスター,Lv3,暴くロカセナ,デストロイヤー,Lv5,マグナ・イグニス,メイン_カオス,4590,203,148,160,66,1,1.8,60,70,
0201,霊子体ウートガルザ,武将,火,,ランサー,120,95,48,57,30,女魔炎騎星,男魔神獣氷星,,0,S,18,資材,28,斧槍,鎧,糧食,乱戦,,,,,,確率追撃,110,必殺増加,25,大火炎陣,50,英雄覇気,11,カブト割,50,致命必殺,70,神魔体躯,50,十字攻撃,0,確率追撃,10,軍団指揮,8,正々堂々,0,ランサー,Lv3,エクイティ・エッジ,キャスター,Lv1,アサルト・スタンス,ランサー,Lv3,イグニス,キャスター,Lv3,暴くロカセナ,デストロイヤー,Lv5,マグナ・イグニス,クリア_Ｖハード,4590,216,119,138,82,1,1.7,50,63,
0103,ロキ,武将,火,闇,デストロイヤー,125,110,80,60,13,女魔炎騎超,男魔神獣氷,軍事従事,3,S,24,魔力,34,斧槍,鎧,糧食,進撃,,,,,,確率追撃,125,必殺増加,25,大火炎陣,40,英雄覇気,14,カブト割,60,致命必殺,100,神魔体躯,70,正々堂々,0,師団指揮,1,運命の輪,20,疾風迅雷,25,ランサー,Lv3,エクイティ・スラスト,ヒーラー,Lv2,エンペラー・コマンド,ランサー,Lv3,レベリオー・イグニス,キャスター,Lv4,王のロカセナ,デストロイヤー,Lv5,ベリタス・イグニス,メイン_ロウ,4781,246,185,144,47,1,2,60,70,
0111,ブリーデ,武将,土,,ヒーラー,105,10,10,10,10,女神樹星飛,蟲毒樹,農業従事,24,S,5,食料,15,法衣,道具,糧食,防備,,,,,,パリング,40,必殺耐性,30,血の起源,3,絶対治療,0,専守防衛,0,グルメ魂,8,堅守体躯,35,トレハン,48,絶対治療,0,リカバリ,20,バリアー,3,ヒーラー,Lv2,豊穣の祈り,ガーダー,Lv2,フリングホルニの盾,キャスター,Lv3,リトル・ガーデン,デストロイヤー,Lv3,フリングホルニ砲,ヒーラー,Lv4,ささやかな晩餐,メイン_通常,4016,41,41,41,41,1,1.5,0,0,
0112,天界の庭師ブリーデ,武将,土,,ヒーラー,110,15,15,15,15,女神樹星飛,蟲毒樹,農業従事,24,S,8,食料,18,法衣,道具,糧食,防備,,,,,,パリング,70,必殺耐性,60,血の起源,20,絶対治療,0,専守防衛,0,グルメ魂,11,神魔体躯,50,トレハン,64,絶対治療,0,終の奇跡,20,バリアー,6,ヒーラー,Lv2,豊穣の祈り,ガーダー,Lv2,フリングホルニの盾,キャスター,Lv3,リトル・ガーデン,デストロイヤー,Lv3,フリングホルニ砲,ヒーラー,Lv4,ささやかな晩餐,メイン_ロウ,4207,51,51,51,51,1,1.5,0,0,
0121,ダイン,武将,土,,デストロイヤー,115,54,48,32,7,人男器騎,飛魔獣器,工業従事,16,S,6,食料,16,片手,射撃,糧食,進撃,,,,,,武具研磨,50,必殺増加,20,貫通攻撃,0,遠隔攻撃,0,堅守体躯,40,致命必殺,50,カブト割,25,追撃阻止,35,側面攻撃,5,集約攻撃,0,封印攻撃,,デストロイヤー,Lv3,弾幕射撃,キャスター,Lv2,ミスリル・グラインダー,ランサー,Lv2,牽制射撃,ランサー,Lv3,ウルフズベイン,ブレイダー,Lv4,ピアシング・ブリッツ,メイン_通常,4398,131,119,86,35,1,1.5,25,44,
0122,狙撃手ダイン,武将,土,,デストロイヤー,120,65,54,36,9,人男器騎,飛魔獣器竜,工業従事,16,S,9,食料,19,片手,射撃,糧食,進撃,,,,,,武具研磨,75,必殺増加,30,十字攻撃,0,遠隔攻撃,0,堅守体躯,60,致命必殺,75,カブト割,35,追撃阻止,50,側面攻撃,5,集約攻撃,0,封印攻撃,,デストロイヤー,Lv3,弾幕射撃,キャスター,Lv2,ミスリル・グラインダー,ランサー,Lv2,牽制射撃,ランサー,Lv3,ウルフズベイン,ブレイダー,Lv4,ピアシング・ブリッツ,メイン_ロウ,4590,154,131,94,39,1,1.75,35,52,
0131,ミザール,武将,水,,キャスター,110,36,32,61,20,女星飛氷,,医療従事,3,S,9,資材,19,法衣,装飾,糧食,計略,,,,,,氷撃砲弾,10,凍傷気流,20,大氷撃陣,10,星天支配,30,専守防衛,0,平等治癒,5,堅守体躯,30,矮小体躯,30,リカバリ,10,四法結界,30,対術結界,40,ヒーラー,Lv3,氷血結界,キャスター,Lv3,霧幻の導,ランサー,Lv2,フリーズバレット,デストロイヤー,Lv2,霊氷クリオライト,デストロイヤー,Lv4,ブラッドアウト,メイン_カオス,4207,94,86,146,62,1,1.5,0,0,
0132,観測者ミザール,武将,水,,キャスター,115,49,45,75,22,女星飛氷超,,医療従事,3,S,12,資材,22,法衣,装飾,糧食,計略,,,,,,超氷撃砲,5,凍傷気流,30,大氷撃陣,20,星天支配,50,専守防衛,0,軍団治癒,5,神魔体躯,50,矮小体躯,40,リカバリ,10,四法結界,40,対術結界,60,ヒーラー,Lv3,氷血結界,キャスター,Lv3,霧幻の導,ランサー,Lv2,フリーズバレット,デストロイヤー,Lv2,霊氷クリオライト,デストロイヤー,Lv4,ブラッドアウト,メイン_カオス,4398,121,113,175,66,1,1.5,0,0,
0211,ジライヤ,武将,水,,ブレイダー,115,56,34,30,8,人男騎,人獣騎樹,軍事従事,3,S,7,食料,17,両手,鎧,糧食,進撃,,,,,,心核穿ち,25,必殺増加,15,攻撃布陣,30,側面攻撃,10,カブト割,30,正々堂々,0,反撃耐性,90,パリング,40,心核穿ち,5,多段攻撃,2,背水の陣,30,ブレイダー,Lv3,黒衣の剣,ランサー,Lv3,乱れ外連,デストロイヤー,Lv4,狐六方踏み刃,,,,,,,その他,4398,136,90,82,37,1.25,1.87,30,30,
0221,バルマン,武将,地,,ガーダー,130,64,75,18,7,男魔獣騎,人神獣器蟲,軍事従事,3,S,10,魔力,20,斧槍,盾,糧食,防備,,,,,,師団支配,16,防御布陣,16,反撃倍加,5,致命必殺,50,前進防御,0,専守防衛,0,堅守体躯,50,ブロック,50,堅守体躯,5,特攻防御,50,戦意高揚,100,ブレイダー,Lv3,デストラクティオ,ガーダー,Lv3,スクトゥム・レオニス,ランサー,Lv3,イラ・ベスティア,,,,,,,クリア_ハード,4972,152,175,57,35,1,1.5,0,25,
0231,骸仙,武将,闇,,デストロイヤー,130,90,60,30,3,男魔死騎,神騎死器超,,0,S,13,魔力,23,斧槍,法衣,糧食,進撃,,,,,,暴走攻撃,99,無形体躯,33,全域攻撃,0,必殺増加,33,致命必殺,99,確率追撃,99,堅守体躯,66,パリング,66,カブト割,5,騎士活性,33,正々堂々,,デストロイヤー,Lv3,封牢壊穿撃,キャスター,Lv3,密葬巳龍方陣,デストロイヤー,Lv3,冥死獄破衝,,,,,,,その他,4972,205,144,82,27,1,1.99,0,25,
0241,エブロネス,武将,火,,キャスター,115,42,36,24,16,男魔樹炎,獣樹炎氷蟲,魔術従事,16,S,8,魔力,18,杖,法衣,糧食,進撃,,,,,,師団指揮,10,大魔術陣,12,魔術砲弾,12,絶対治療,0,全体治癒,12,専守防衛,0,四法結界,30,砲撃結界,70,開幕砲弾,5,戦術妨害,100,危機管理,30,デストロイヤー,Lv2,焦熱弾斉射,ヒーラー,Lv4,アニマ・フォーティス,ランサー,Lv4,ルプス・マギクス,,,,,,,クリア_ノーマル,4398,107,94,70,53,1,1.5,0,0,
0251,キュリアン,武将,風,,ランサー,110,52,36,48,6,女魔獣樹,人獣樹騎,農業従事,12,S,6,魔力,16,斧槍,鎧,糧食,乱戦,,,,,,カブト割,25,獣族活性,16,側面攻撃,15,貫通攻撃,0,多段攻撃,2,パリング,25,堅守体躯,25,トレハン,24,側面攻撃,5,特攻防御,60,獣族指揮,12,ランサー,Lv2,ブリガント・アタック,ブレイダー,Lv2,ワイルド・ブロウ,ランサー,Lv3,ブリガント・チャージ,,,,,,,その他,4207,127,94,119,33,1.7,2.55,25,25,
